REGIONE,NOME_REGIONE,MESE,GIORNO,DECESSI_2015,DECESSI_2016,DECESSI_2017,DECESSI_2018,DECESSI_2019
16,Puglia,3,23,118,113,105,93,101
16,Puglia,3,24,110,109,124,92,114
16,Puglia,3,25,121,96,113,94,134
16,Puglia,3,26,109,95,86,109,121
16,Puglia,3,27,122,89,124,104,101
16,Puglia,3,28,104,108,96,104,131
16,Puglia,3,29,110,122,121,118,115
16,Puglia,3,30,119,110,112,115,105
16,Puglia,3,31,115,114,118,103,121
16,Puglia,4,1,104,124,117,97,108
16,Puglia,4,2,111,103,101,122,110
16,Puglia,4,3,130,98,107,129,117
16,Puglia,4,4,113,100,83,94,117
16,Puglia,4,5,114,102,93,120,78
16,Puglia,4,6,114,116,105,112,100
16,Puglia,4,7,128,124,104,113,115
16,Puglia,4,8,119,91,89,93,117
16,Puglia,4,9,109,107,92,101,101
16,Puglia,4,10,118,92,104,106,110
16,Puglia,4,11,106,97,108,112,102
16,Puglia,4,12,109,112,106,99,114
16,Puglia,4,13,103,102,125,100,104
16,Puglia,4,14,124,113,116,94,96
16,Puglia,4,15,106,105,105,104,110
16,Puglia,4,16,113,104,107,111,112
16,Puglia,4,17,119,105,105,102,109
16,Puglia,4,18,113,96,99,89,109
16,Puglia,4,19,95,100,111,119,128
16,Puglia,4,20,98,108,89,100,90
16,Puglia,4,21,100,103,84,103,108
16,Puglia,4,22,103,103,95,99,113
16,Puglia,4,23,99,118,103,98,106
16,Puglia,4,24,97,98,99,114,102
16,Puglia,4,25,78,101,117,103,92
16,Puglia,4,26,112,91,96,116,112
16,Puglia,4,27,89,85,120,103,111
16,Puglia,4,28,104,94,105,103,93
16,Puglia,4,29,108,92,113,99,112
16,Puglia,4,30,110,85,87,95,102
17,Basilicata,1,1,18,20,20,24,13
17,Basilicata,1,2,17,26,23,29,20
17,Basilicata,1,3,22,20,28,28,15
17,Basilicata,1,4,19,14,31,27,29
17,Basilicata,1,5,14,21,22,29,21
17,Basilicata,1,6,23,25,28,23,24
17,Basilicata,1,7,18,20,25,22,24
17,Basilicata,1,8,21,17,19,29,17
17,Basilicata,1,9,21,14,22,26,18
17,Basilicata,1,10,13,17,25,18,24
17,Basilicata,1,11,23,22,25,21,21
17,Basilicata,1,12,20,12,24,18,19
17,Basilicata,1,13,27,26,21,21,25
17,Basilicata,1,14,25,13,24,20,15
17,Basilicata,1,15,23,18,26,26,17
17,Basilicata,1,16,17,18,34,26,23
17,Basilicata,1,17,22,15,26,18,18
17,Basilicata,1,18,29,20,20,21,27
17,Basilicata,1,19,30,12,19,24,19
17,Basilicata,1,20,17,16,22,23,22
17,Basilicata,1,21,19,20,19,19,8
17,Basilicata,1,22,13,17,20,31,26
17,Basilicata,1,23,17,23,22,23,22
17,Basilicata,1,24,16,16,26,22,19
17,Basilicata,1,25,14,15,30,24,17
17,Basilicata,1,26,26,13,18,13,16
17,Basilicata,1,27,16,18,16,18,21
17,Basilicata,1,28,18,19,20,22,29
17,Basilicata,1,29,18,24,24,19,26
17,Basilicata,1,30,20,14,24,17,18
17,Basilicata,1,31,15,16,22,30,19
17,Basilicata,2,1,24,16,22,29,24
17,Basilicata,2,2,12,19,18,25,31
17,Basilicata,2,3,27,20,14,16,18
17,Basilicata,2,4,24,17,23,22,21
17,Basilicata,2,5,19,23,21,20,25
17,Basilicata,2,6,27,10,25,21,20
17,Basilicata,2,7,22,9,19,7,25
17,Basilicata,2,8,22,15,8,22,22
17,Basilicata,2,9,21,24,16,23,39
17,Basilicata,2,10,14,22,14,22,24
17,Basilicata,2,11,22,29,16,28,26
17,Basilicata,2,12,20,18,18,27,22
17,Basilicata,2,13,22,18,15,22,24
17,Basilicata,2,14,25,19,14,25,22
17,Basilicata,2,15,26,17,11,14,28
17,Basilicata,2,16,21,22,19,19,22
17,Basilicata,2,17,13,12,14,20,18
17,Basilicata,2,18,18,22,19,20,29
17,Basilicata,2,19,11,24,17,15,20
17,Basilicata,2,20,23,19,14,21,14
17,Basilicata,2,21,24,9,22,13,27
17,Basilicata,2,22,22,18,24,18,18
17,Basilicata,2,23,22,23,23,20,19
17,Basilicata,2,24,25,17,24,23,18
17,Basilicata,2,25,21,23,15,16,21
17,Basilicata,2,26,23,23,18,16,17
17,Basilicata,2,27,19,26,14,16,30
17,Basilicata,2,28,18,15,18,18,29
17,Basilicata,2,29,0,14,0,0,0
17,Basilicata,3,1,18,18,30,18,22
17,Basilicata,3,2,18,20,25,19,21
17,Basilicata,3,3,22,12,21,17,28
17,Basilicata,3,4,18,15,21,28,18
17,Basilicata,3,5,20,15,23,18,28
17,Basilicata,3,6,24,12,25,19,25
17,Basilicata,3,7,18,24,25,13,16
17,Basilicata,3,8,19,14,24,18,18
17,Basilicata,3,9,23,8,17,13,22
17,Basilicata,3,10,15,15,17,13,31
17,Basilicata,3,11,18,13,30,15,22
17,Basilicata,3,12,18,18,13,9,14
17,Basilicata,3,13,13,15,22,15,17
17,Basilicata,3,14,17,16,15,13,25
17,Basilicata,3,15,24,25,22,11,20
17,Basilicata,3,16,20,25,15,21,16
17,Basilicata,3,17,23,17,19,17,20
17,Basilicata,3,18,20,19,15,18,19
17,Basilicata,3,19,16,18,19,20,24
17,Basilicata,3,20,20,12,23,17,27
17,Basilicata,3,21,20,26,27,14,21
17,Basilicata,3,22,29,16,16,18,26
17,Basilicata,3,23,14,27,39,11,21
17,Basilicata,3,24,20,13,18,29,22
17,Basilicata,3,25,20,16,12,14,26
17,Basilicata,3,26,12,14,18,17,12
17,Basilicata,3,27,17,21,18,12,11
17,Basilicata,3,28,18,28,10,20,25
17,Basilicata,3,29,11,14,16,20,22
17,Basilicata,3,30,21,16,20,11,16
17,Basilicata,3,31,19,18,14,15,14
17,Basilicata,4,1,27,22,19,23,15
17,Basilicata,4,2,19,18,21,7,17
17,Basilicata,4,3,17,16,19,16,13
17,Basilicata,4,4,14,19,23,20,13
17,Basilicata,4,5,18,25,16,14,19
17,Basilicata,4,6,21,11,18,17,16
17,Basilicata,4,7,23,16,16,16,22
17,Basilicata,4,8,17,19,17,13,24
17,Basilicata,4,9,16,24,13,17,16
17,Basilicata,4,10,13,22,19,17,18
17,Basilicata,4,11,16,13,23,20,13
17,Basilicata,4,12,23,17,16,16,10
17,Basilicata,4,13,23,20,12,16,9
17,Basilicata,4,14,17,23,8,18,9
17,Basilicata,4,15,17,19,18,19,19
17,Basilicata,4,16,20,18,15,16,17
17,Basilicata,4,17,21,20,14,12,13
17,Basilicata,4,18,15,26,22,18,18
17,Basilicata,4,19,17,26,15,13,27
17,Basilicata,4,20,14,17,21,13,11
17,Basilicata,4,21,15,12,12,24,15
17,Basilicata,4,22,18,17,18,15,28
17,Basilicata,4,23,19,23,14,9,13
17,Basilicata,4,24,13,17,19,20,16
17,Basilicata,4,25,15,18,15,17,23
17,Basilicata,4,26,18,19,13,20,26
17,Basilicata,4,27,20,17,19,18,14
17,Basilicata,4,28,18,14,20,17,16
17,Basilicata,4,29,19,24,19,15,10
17,Basilicata,4,30,16,15,12,14,15
18,Calabria,1,1,75,65,93,75,67
18,Calabria,1,2,75,52,64,72,62
18,Calabria,1,3,71,69,85,96,60
18,Calabria,1,4,61,71,89,85,64
18,Calabria,1,5,62,61,80,84,66
18,Calabria,1,6,75,60,80,85,74
18,Calabria,1,7,56,83,63,59,69
18,Calabria,1,8,64,50,75,77,62
18,Calabria,1,9,82,70,97,87,67
18,Calabria,1,10,78,54,98,70,68
18,Calabria,1,11,71,49,96,87,79
18,Calabria,1,12,69,64,96,65,68
18,Calabria,1,13,60,58,112,77,69
18,Calabria,1,14,63,53,85,83,70
18,Calabria,1,15,65,62,97,67,71
18,Calabria,1,16,62,58,96,64,62
18,Calabria,1,17,61,57,89,74,95
18,Calabria,1,18,76,64,90,71,70
18,Calabria,1,19,50,55,76,70,65
18,Calabria,1,20,63,64,82,47,82
18,Calabria,1,21,74,59,81,68,79
18,Calabria,1,22,74,44,94,70,70
18,Calabria,1,23,52,55,71,78,71
18,Calabria,1,24,71,64,88,56,78
18,Calabria,1,25,73,51,67,65,92
18,Calabria,1,26,57,52,77,75,79
18,Calabria,1,27,61,51,67,67,70
18,Calabria,1,28,54,54,66,75,80
18,Calabria,1,29,70,54,62,74,61
18,Calabria,1,30,60,62,75,66,72
18,Calabria,1,31,78,42,72,46,84
18,Calabria,2,1,58,51,66,70,75
18,Calabria,2,2,72,60,67,68,84
18,Calabria,2,3,74,64,71,57,59
18,Calabria,2,4,84,55,62,60,66
18,Calabria,2,5,72,60,67,51,85
18,Calabria,2,6,64,61,70,51,74
18,Calabria,2,7,75,75,64,54,70
18,Calabria,2,8,62,64,69,48,48
18,Calabria,2,9,69,60,70,71,66
18,Calabria,2,10,69,69,70,73,73
18,Calabria,2,11,85,61,60,58,76
18,Calabria,2,12,59,50,49,75,57
18,Calabria,2,13,63,53,65,72,62
18,Calabria,2,14,63,62,61,68,58
18,Calabria,2,15,71,76,55,55,77
18,Calabria,2,16,61,51,67,48,70
18,Calabria,2,17,77,52,60,71,68
18,Calabria,2,18,73,58,60,68,73
18,Calabria,2,19,66,63,64,61,72
18,Calabria,2,20,75,45,55,56,68
18,Calabria,2,21,66,64,59,59,62
18,Calabria,2,22,90,46,48,75,71
18,Calabria,2,23,72,65,56,64,69
18,Calabria,2,24,63,59,58,65,76
18,Calabria,2,25,67,60,61,51,72
18,Calabria,2,26,61,51,70,67,70
18,Calabria,2,27,61,47,57,60,69
18,Calabria,2,28,58,61,53,61,74
18,Calabria,2,29,0,66,0,0,0
18,Calabria,3,1,44,63,48,74,71
18,Calabria,3,2,69,53,65,64,66
18,Calabria,3,3,68,60,52,60,73
18,Calabria,3,4,66,57,60,58,74
18,Calabria,3,5,79,63,63,66,67
18,Calabria,3,6,66,48,61,56,59
18,Calabria,3,7,57,57,55,59,82
18,Calabria,3,8,63,66,59,71,80
18,Calabria,3,9,60,57,53,60,69
18,Calabria,3,10,61,73,64,45,57
18,Calabria,3,11,72,67,61,63,71
18,Calabria,3,12,73,50,53,59,60
18,Calabria,3,13,60,52,73,61,63
18,Calabria,3,14,61,49,54,44,63
18,Calabria,3,15,67,62,67,59,67
18,Calabria,3,16,63,43,61,68,58
18,Calabria,3,17,78,57,59,63,62
18,Calabria,3,18,64,50,65,63,67
18,Calabria,3,19,45,48,56,60,60
18,Calabria,3,20,70,70,63,54,54
18,Calabria,3,21,64,53,76,65,63
18,Calabria,3,22,66,70,72,52,67
18,Calabria,3,23,67,56,59,51,59
18,Calabria,3,24,71,61,51,51,67
18,Calabria,3,25,67,49,55,59,63
18,Calabria,3,26,61,43,60,45,54
18,Calabria,3,27,55,41,57,60,58
18,Calabria,3,28,46,61,54,51,61
18,Calabria,3,29,55,56,52,56,45
18,Calabria,3,30,72,48,48,63,69
18,Calabria,3,31,50,47,68,48,39
18,Calabria,4,1,80,66,56,57,48
18,Calabria,4,2,69,64,46,60,61
18,Calabria,4,3,60,62,56,51,65
18,Calabria,4,4,50,53,63,59,63
18,Calabria,4,5,42,53,60,60,63
18,Calabria,4,6,60,61,67,50,43
18,Calabria,4,7,46,52,52,53,55
18,Calabria,4,8,46,65,47,48,53
18,Calabria,4,9,61,57,56,50,49
18,Calabria,4,10,59,39,66,60,57
18,Calabria,4,11,62,66,65,54,56
18,Calabria,4,12,65,57,38,47,59
18,Calabria,4,13,67,60,45,56,63
18,Calabria,4,14,71,56,61,39,56
18,Calabria,4,15,52,53,52,57,61
18,Calabria,4,16,68,47,44,58,48
18,Calabria,4,17,64,48,55,53,49
18,Calabria,4,18,52,48,56,54,67
18,Calabria,4,19,63,46,49,49,51
18,Calabria,4,20,62,53,54,55,55
18,Calabria,4,21,54,60,52,37,49
18,Calabria,4,22,60,43,64,50,58
18,Calabria,4,23,57,70,47,61,45
18,Calabria,4,24,63,55,61,46,55
18,Calabria,4,25,55,48,75,58,56
18,Calabria,4,26,51,54,48,45,63
18,Calabria,4,27,62,42,40,49,46
18,Calabria,4,28,52,47,61,53,50
18,Calabria,4,29,45,52,54,48,49
18,Calabria,4,30,56,62,55,36,46
19,Sicilia,1,1,189,183,179,197,189
19,Sicilia,1,2,193,159,209,206,198
19,Sicilia,1,3,192,152,191,195,164
19,Sicilia,1,4,192,172,184,208,190
19,Sicilia,1,5,182,176,186,194,167
19,Sicilia,1,6,182,170,187,198,184
19,Sicilia,1,7,173,162,181,199,184
19,Sicilia,1,8,177,158,178,202,205
19,Sicilia,1,9,150,148,220,217,173
19,Sicilia,1,10,177,165,192,183,197
19,Sicilia,1,11,177,169,215,171,189
19,Sicilia,1,12,175,177,209,165,200
19,Sicilia,1,13,172,150,224,181,180
19,Sicilia,1,14,162,141,198,164,186
19,Sicilia,1,15,193,131,211,183,187
19,Sicilia,1,16,164,145,223,193,206
19,Sicilia,1,17,164,159,201,174,209
19,Sicilia,1,18,194,148,238,169,207
19,Sicilia,1,19,178,155,211,155,197
19,Sicilia,1,20,175,171,230,171,227
19,Sicilia,1,21,162,188,204,181,205
19,Sicilia,1,22,145,181,188,177,196
19,Sicilia,1,23,161,147,225,183,197
19,Sicilia,1,24,142,175,232,176,176
19,Sicilia,1,25,158,146,218,165,192
19,Sicilia,1,26,150,162,203,176,176
19,Sicilia,1,27,153,168,195,179,189
19,Sicilia,1,28,161,161,200,173,194
19,Sicilia,1,29,141,160,179,201,185
19,Sicilia,1,30,196,162,190,179,220
19,Sicilia,1,31,163,157,166,159,171
19,Sicilia,2,1,184,182,220,174,199
19,Sicilia,2,2,188,158,193,164,197
19,Sicilia,2,3,178,149,206,197,187
19,Sicilia,2,4,173,150,204,177,217
19,Sicilia,2,5,186,140,176,185,190
19,Sicilia,2,6,196,147,189,166,189
19,Sicilia,2,7,154,165,196,160,192
19,Sicilia,2,8,178,186,163,148,182
19,Sicilia,2,9,192,179,174,174,167
19,Sicilia,2,10,181,181,196,163,195
19,Sicilia,2,11,176,161,155,184,198
19,Sicilia,2,12,190,140,153,173,195
19,Sicilia,2,13,196,170,157,157,155
19,Sicilia,2,14,164,156,167,190,171
19,Sicilia,2,15,185,155,197,184,165
19,Sicilia,2,16,209,157,184,184,171
19,Sicilia,2,17,178,162,198,146,184
19,Sicilia,2,18,197,175,170,188,167
19,Sicilia,2,19,163,136,170,174,180
19,Sicilia,2,20,182,137,164,174,185
19,Sicilia,2,21,161,162,165,167,172
19,Sicilia,2,22,200,169,147,187,159
19,Sicilia,2,23,168,152,163,192,161
19,Sicilia,2,24,192,163,131,160,162
19,Sicilia,2,25,170,189,171,177,175
19,Sicilia,2,26,192,157,181,191,152
19,Sicilia,2,27,168,124,164,173,161
19,Sicilia,2,28,146,131,173,184,176
19,Sicilia,2,29,0,139,0,0,0
19,Sicilia,3,1,195,152,172,202,211
19,Sicilia,3,2,176,152,174,201,193
19,Sicilia,3,3,183,175,164,158,177
19,Sicilia,3,4,202,143,162,183,182
19,Sicilia,3,5,180,143,169,202,181
19,Sicilia,3,6,179,164,164,162,165
19,Sicilia,3,7,180,158,143,173,178
19,Sicilia,3,8,187,164,160,158,177
19,Sicilia,3,9,171,164,146,150,150
19,Sicilia,3,10,180,186,175,160,158
19,Sicilia,3,11,155,152,179,177,161
19,Sicilia,3,12,182,158,163,159,173
19,Sicilia,3,13,157,161,159,152,171
19,Sicilia,3,14,168,144,171,172,157
19,Sicilia,3,15,171,164,142,174,158
19,Sicilia,3,16,170,158,170,167,188
19,Sicilia,3,17,182,178,172,148,157
19,Sicilia,3,18,142,191,151,135,155
19,Sicilia,3,19,146,168,146,147,154
19,Sicilia,3,20,170,158,159,160,155
19,Sicilia,3,21,162,155,167,126,136
19,Sicilia,3,22,171,201,186,159,149
19,Sicilia,3,23,180,174,162,138,130
19,Sicilia,3,24,164,141,142,136,155
19,Sicilia,3,25,164,141,162,142,163
19,Sicilia,3,26,158,132,144,160,146
19,Sicilia,3,27,149,144,165,149,161
19,Sicilia,3,28,159,123,169,156,166
19,Sicilia,3,29,125,150,161,163,141
19,Sicilia,3,30,162,147,143,188,147
19,Sicilia,3,31,144,151,145,151,143
19,Sicilia,4,1,181,156,140,160,159
19,Sicilia,4,2,148,146,154,165,134
19,Sicilia,4,3,164,142,146,162,167
19,Sicilia,4,4,133,139,138,143,154
19,Sicilia,4,5,149,143,137,143,149
19,Sicilia,4,6,145,142,132,150,136
19,Sicilia,4,7,130,148,147,147,152
19,Sicilia,4,8,145,144,117,165,139
19,Sicilia,4,9,154,124,138,145,170
19,Sicilia,4,10,188,129,150,128,171
19,Sicilia,4,11,144,148,133,141,160
19,Sicilia,4,12,169,137,150,154,153
19,Sicilia,4,13,157,127,173,133,142
19,Sicilia,4,14,139,181,169,134,143
19,Sicilia,4,15,149,129,145,148,157
19,Sicilia,4,16,144,135,137,132,130
19,Sicilia,4,17,153,151,131,144,146
19,Sicilia,4,18,142,150,143,144,147
19,Sicilia,4,19,141,166,142,157,132
19,Sicilia,4,20,169,143,131,148,132
19,Sicilia,4,21,163,134,136,128,148
19,Sicilia,4,22,135,120,142,138,143
19,Sicilia,4,23,130,135,138,138,155
19,Sicilia,4,24,130,125,131,130,151
19,Sicilia,4,25,138,127,122,119,165
19,Sicilia,4,26,152,135,132,141,162
19,Sicilia,4,27,153,125,168,129,128
19,Sicilia,4,28,143,130,138,143,129
19,Sicilia,4,29,154,115,132,139,143
19,Sicilia,4,30,143,143,119,127,140
20,Sardegna,1,1,65,45,57,70,54
20,Sardegna,1,2,48,45,52,60,47
20,Sardegna,1,3,53,43,71,59,46
20,Sardegna,1,4,51,60,60,63,38
20,Sardegna,1,5,57,53,48,70,48
20,Sardegna,1,6,43,48,44,51,40
20,Sardegna,1,7,49,55,49,65,51
20,Sardegna,1,8,44,52,59,62,54
20,Sardegna,1,9,48,40,58,57,61
20,Sardegna,1,10,54,40,61,62,63
20,Sardegna,1,11,56,45,55,50,75
20,Sardegna,1,12,77,42,61,53,48
20,Sardegna,1,13,42,41,65,51,55
20,Sardegna,1,14,45,55,62,45,49
20,Sardegna,1,15,42,45,66,57,49
20,Sardegna,1,16,53,52,73,67,67
20,Sardegna,1,17,45,41,76,51,56
20,Sardegna,1,18,49,47,66,46,55
20,Sardegna,1,19,60,41,72,55,58
20,Sardegna,1,20,47,50,65,61,46
20,Sardegna,1,21,41,44,74,56,67
20,Sardegna,1,22,51,68,51,56,58
20,Sardegna,1,23,52,49,66,38,52
20,Sardegna,1,24,47,56,64,43,76
20,Sardegna,1,25,46,43,72,52,59
20,Sardegna,1,26,42,56,50,53,61
20,Sardegna,1,27,65,55,62,51,61
20,Sardegna,1,28,51,47,66,39,48
20,Sardegna,1,29,58,45,46,67,69
20,Sardegna,1,30,60,51,70,47,66
20,Sardegna,1,31,76,44,62,48,60
20,Sardegna,2,1,61,63,49,67,49
20,Sardegna,2,2,58,43,66,74,45
20,Sardegna,2,3,59,52,53,48,53
20,Sardegna,2,4,51,49,61,60,58
20,Sardegna,2,5,65,41,56,48,60
20,Sardegna,2,6,59,48,47,45,51
20,Sardegna,2,7,54,48,59,63,54
20,Sardegna,2,8,72,42,62,55,49
20,Sardegna,2,9,69,42,64,54,44
20,Sardegna,2,10,61,53,58,49,52
20,Sardegna,2,11,74,40,43,54,53
20,Sardegna,2,12,49,54,42,56,44
20,Sardegna,2,13,59,55,47,42,46
20,Sardegna,2,14,57,53,57,45,62
20,Sardegna,2,15,39,58,62,52,50
20,Sardegna,2,16,61,53,32,54,56
20,Sardegna,2,17,58,41,55,45,49
20,Sardegna,2,18,57,46,57,56,49
20,Sardegna,2,19,60,45,50,60,59
20,Sardegna,2,20,54,53,43,54,44
20,Sardegna,2,21,73,55,47,56,60
20,Sardegna,2,22,54,49,53,51,47
20,Sardegna,2,23,60,44,37,54,44
20,Sardegna,2,24,45,55,50,65,54
20,Sardegna,2,25,41,38,39,54,56
20,Sardegna,2,26,62,47,37,61,55
20,Sardegna,2,27,63,40,42,56,58
20,Sardegna,2,28,51,54,54,71,58
20,Sardegna,2,29,0,38,0,0,0
20,Sardegna,3,1,56,51,47,58,51
20,Sardegna,3,2,57,46,36,51,70
20,Sardegna,3,3,50,59,36,60,40
20,Sardegna,3,4,51,33,48,64,63
20,Sardegna,3,5,62,40,30,59,45
20,Sardegna,3,6,49,47,33,43,52
20,Sardegna,3,7,41,50,44,48,50
20,Sardegna,3,8,58,42,41,48,67
20,Sardegna,3,9,54,48,40,57,57
20,Sardegna,3,10,62,44,56,39,52
20,Sardegna,3,11,45,49,62,51,56
20,Sardegna,3,12,48,53,49,75,53
20,Sardegna,3,13,42,49,43,67,57
20,Sardegna,3,14,52,58,38,53,53
20,Sardegna,3,15,53,44,53,39,50
20,Sardegna,3,16,50,43,44,54,51
20,Sardegna,3,17,51,56,36,47,52
20,Sardegna,3,18,53,46,45,46,47
20,Sardegna,3,19,54,52,36,50,29
20,Sardegna,3,20,46,49,47,43,55
20,Sardegna,3,21,45,70,47,52,46
20,Sardegna,3,22,35,50,51,58,51
20,Sardegna,3,23,59,42,56,48,54
20,Sardegna,3,24,41,50,43,38,42
20,Sardegna,3,25,50,47,44,54,58
20,Sardegna,3,26,52,47,36,52,58
20,Sardegna,3,27,46,40,50,46,51
20,Sardegna,3,28,51,41,33,38,47
20,Sardegna,3,29,46,48,43,67,46
20,Sardegna,3,30,36,48,51,45,50
20,Sardegna,3,31,51,47,49,51,40
20,Sardegna,4,1,41,47,44,48,50
20,Sardegna,4,2,37,39,49,50,52
20,Sardegna,4,3,34,44,43,38,49
20,Sardegna,4,4,46,43,49,57,55
20,Sardegna,4,5,36,47,54,54,56
20,Sardegna,4,6,46,41,38,48,51
20,Sardegna,4,7,36,31,46,61,44
20,Sardegna,4,8,52,48,45,42,42
20,Sardegna,4,9,50,54,38,54,38
20,Sardegna,4,10,40,42,46,52,48
20,Sardegna,4,11,61,52,38,46,47
20,Sardegna,4,12,55,42,36,28,46
20,Sardegna,4,13,43,42,44,38,61
20,Sardegna,4,14,48,37,37,45,49
20,Sardegna,4,15,58,48,42,33,41
20,Sardegna,4,16,55,44,38,32,52
20,Sardegna,4,17,39,49,41,57,47
20,Sardegna,4,18,46,46,41,44,49
20,Sardegna,4,19,56,46,40,37,45
20,Sardegna,4,20,46,54,36,39,41
20,Sardegna,4,21,36,44,37,46,52
20,Sardegna,4,22,44,46,44,42,42
20,Sardegna,4,23,36,51,42,47,64
20,Sardegna,4,24,45,43,44,51,60
20,Sardegna,4,25,51,32,58,49,54
20,Sardegna,4,26,35,42,60,44,37
20,Sardegna,4,27,53,31,60,41,35
20,Sardegna,4,28,50,51,47,41,47
20,Sardegna,4,29,43,52,47,48,36
20,Sardegna,4,30,35,35,33,37,36